byline,critics_pick,date_updated,display_title,headline,link.suggested_link_text,link.type,link.url,mpaa_rating,multimedia,multimedia.height,multimedia.src,multimedia.type,multimedia.width,opening_date,publication_date,summary_short
MANOHLA DARGIS,1,2/11/17 4:18,Blackhat,Unshackled Hacker Dons a White Hat,Read the New York Times Review of Blackhat,article,http://www.nytimes.com/2015/01/16/movies/blackhat-a-cyberthriller-starring-chris-hemsworth.html,R,,140,https://static01.nyt.com/images/2015/01/16/multimedia/movies-blackhat-011615/movies-blackhat-011615-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,16/1/15,15/1/15,"In Michael Mann&#8217;s &#8220;Blackhat,&#8221; a hacker is provisionally released from prison to combat a cybercriminal who has sabotaged a nuclear plant and manipulated a financial market."
JEANNETTE CATSOULIS,1,2/11/17 4:16,Medeas,A Family of Few Words in a Slow-Burn Disaster,Read the New York Times Review of Medeas,article,http://www.nytimes.com/2015/01/16/movies/andrea-pallaoros-medeas-about-an-unraveling-family.html,,,140,https://static01.nyt.com/images/2015/01/16/arts/16MEDEAS/16MEDEAS-mediumThreeByTwo210-v4.jpg,mediumThreeByTwo210,210,,15/1/15,"In &#8220;Medeas,&#8221; Andrea Pallaoro depicts a troubled farm family on the verge of imploding."
STEPHEN HOLDEN,0,2/11/17 4:16,Still Life,"A Designated Mourner, Flirting Warily With Joy",Read the New York Times Review of Still Life,article,http://www.nytimes.com/2015/01/16/movies/uberto-pasolinis-still-life-starring-eddie-marsan.html,,,140,https://static01.nyt.com/images/2015/01/16/arts/16STILL-ALT/STILL-ALT-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,15/1/15,"In Uberto Pasolini&#8217;s &#8220;Still Life,&#8221; Eddie Marsan plays a Londoner who arranges for the burial of dead people whose bodies have not been claimed by relatives."
JEANNETTE CATSOULIS,0,2/11/17 4:18,Paddington,Adventures of a Peruvian Immigrant (the Furry Variety),Read the New York Times Review of Paddington,article,http://www.nytimes.com/2015/01/16/movies/paddington-an-adaptation-of-michael-bonds-books.html,PG,,140,https://static01.nyt.com/images/2015/01/16/arts/16PADDINGTON/16PADDINGTON-mediumThreeByTwo210-v2.jpg,mediumThreeByTwo210,210,16/1/15,15/1/15,The beloved bear of children&#8217;s books makes his big-screen debut in Paul King&#8217;s &#8220;Paddington.&#8221;
NEIL GENZLINGER,0,2/11/17 4:18,Northern Borders,An Education on Camera and Behind It,Read the New York Times Review of Northern Borders,article,http://www.nytimes.com/2015/01/16/movies/northern-borders-with-bruce-dern-and-genevieve-bujold.html,,,140,https://static01.nyt.com/images/2015/01/16/arts/16NORTHERN/NORTHERN-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,16/1/15,15/1/15,"College students helped make &#8220;Northern Borders,&#8221; a coming-of-age film set in Vermont."
BEN KENIGSBERG,0,2/11/17 4:16,Loitering With Intent,"Working on a Screenplay, One Distraction at a Time",Read the New York Times Review of Loitering With Intent,article,http://www.nytimes.com/2015/01/16/movies/loitering-with-intent-directed-by-adam-rapp.html,,,140,https://static01.nyt.com/images/2015/01/16/arts/16LOITERING/16LOITERING-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,15/1/15,&#8220;Loitering With Intent&#8221; follows two New York actors as they struggle to write a film script that they have already boasted about to a producer.
MANOHLA DARGIS,0,2/11/17 4:16,Little Accidents,"A Mining Tragedy, With Veins of Earnest Drama",Read the New York Times Review of Little Accidents,article,http://www.nytimes.com/2015/01/16/movies/little-accidents-an-independent-movie-by-sara-colangelo.html,,,140,https://static01.nyt.com/images/2015/01/16/arts/16LITTLEACCIDENTS/LITTLEACCIDENTS-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,15/1/15,"A calamity shatters the peace of a West Virginia mining town in &#8220;Little Accidents,&#8221; with Jacob Lofland, Chlo&#235; Sevigny and Boyd Holbrook."
BEN KENIGSBERG,0,2/11/17 4:16,Life Inside Out,A Family Bond Inspired by Music and Circumstance ,Read the New York Times Review of Life Inside Out,article,http://www.nytimes.com/2015/01/16/movies/life-inside-out-directed-by-jill-dagnenica.html,,,140,https://static01.nyt.com/images/2015/01/16/arts/16LIFEINSIDE/16LIFEINSIDE-mediumThreeByTwo210-v2.jpg,mediumThreeByTwo210,210,,15/1/15,&#8220;Life Inside Out&#8221; chronicles a mother-son musical partnership that grows from a family&#8217;s financial hardships.
NICOLAS RAPOLD,0,2/11/17 4:18,The Wedding Ringer,"Have Tux, Will Babysit Groom",Read the New York Times Review of The Wedding Ringer,article,http://www.nytimes.com/2015/01/16/movies/kevin-hart-in-the-wedding-ringer.html,R,,140,https://static01.nyt.com/images/2015/01/16/arts/16WEDDING/16WEDDING-mediumThreeByTwo210-v3.jpg,mediumThreeByTwo210,210,16/1/15,15/1/15,"In &#8220;The Wedding Ringer,&#8221; a comedy directed by Jeremy Garelick, Kevin Hart plays a professional best man for grooms who lack friends."
NICOLAS RAPOLD,0,2/11/17 4:18,Que ta joie demeure,Contrapuntal Hum of a Worker&#8217;s Hive ,Read the New York Times Review of Que ta joie demeure,article,http://www.nytimes.com/2015/01/16/movies/joy-of-mans-desiring-about-working-in-a-factory.html,,,140,https://static01.nyt.com/images/2015/01/16/arts/16JOY/16JOY-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,16/1/15,15/1/15,Denis C&#244;t&#233;&#8217;s semi-documentary &#8220;Joy of Man&#8217;s Desiring&#8221; captures the humanity of factory workers as they encounter frustrations and the occasional moment of satisfaction.
JEANNETTE CATSOULIS,0,2/11/17 4:16,Spare Parts,All for One and One Robot From All,Read the New York Times Review of Spare Parts,article,http://www.nytimes.com/2015/01/16/movies/george-lopez-helps-students-build-a-robot-in-spare-parts.html,PG-13,,140,https://static01.nyt.com/images/2015/01/16/arts/16SPAREPARTS/SPAREPARTS-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,15/1/15,"In &#8220;Spare Parts,&#8221; George Lopez and Jamie Lee Curtis play educators who help four Mexican students build an underwater robot in a national competition."
BEN KENIGSBERG,0,2/11/17 4:16,Gangs of Wasseypur,"In a Mob Family, Blood Feuds Span Generations",Read the New York Times Review of Gangs of Wasseypur,article,http://www.nytimes.com/2015/01/16/movies/gangs-of-wasseypur-an-indian-saga-echoes-the-godfather.html,R,,140,https://static01.nyt.com/images/2015/01/16/arts/16GANGS/GANGS-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,15/1/15,"The saga &#8220;Gangs of Wasseypur&#8221; is five hours &#8212; and then some &#8212; of gliding camera moves, brutal action and dizzying revenge plotting."
STEPHEN HOLDEN,0,2/11/17 4:16,Appropriate Behavior,Aimless Adventures of a Hip Narcissist,Read the New York Times Review of Appropriate Behavior,article,http://www.nytimes.com/2015/01/16/movies/desiree-akhavans-appropriate-behavior.html,,,140,https://static01.nyt.com/images/2015/01/16/arts/16APPROPIATE/APPROPIATE-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,15/1/15,&#8220;Appropriate Behavior&#8221; centers on a willful young bisexual woman in Brooklyn who embarks erratically on sexual adventures.
NICOLAS RAPOLD,0,2/11/17 4:18,Giuseppe Makes a Movie,Focusing on the Margins of Society,Read the New York Times Review of Giuseppe Makes a Movie,article,http://www.nytimes.com/2015/01/15/movies/giuseppe-makes-a-movie-from-adam-rifkin-documents-filmmaking.html,,,140,https://static01.nyt.com/images/2015/01/15/arts/giuseppe/giuseppe-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,15/1/15,14/1/15,Adam Rifkin&#8217;s new documentary follows Giuseppe Andrews as he rounds up his neighbors at a trailer park (and assorted transients) to shoot his latest film.
BEN KENIGSBERG,1,2/11/17 4:16,De Ofrivilliga,"Ruben Ostlund’s ‘Involuntary,’ ‘Play’ and ‘The Guitar Mongoloid’",Read the New York Times Review of De Ofrivilliga,article,http://www.nytimes.com/2015/01/14/movies/ruben-ostlunds-involuntary-play-and-the-guitar-mongoloid.html,,,140,https://static01.nyt.com/images/2015/01/14/arts/ostlund/ostlund-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,13/1/15,The Film Society of Lincoln Center is holding a retrospective of Ruben Ostlund’s movies through Jan. 22.
BEN KENIGSBERG,0,2/11/17 4:18,Match,A Dance Instructor Amid Twists and Reversals,Read the New York Times Review of Match,article,http://www.nytimes.com/2015/01/14/movies/match-starring-patrick-stewart-as-a-dance-instructor.html,R,,140,https://static01.nyt.com/images/2015/01/14/arts/match/match-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,14/1/15,13/1/15,"In &#8220;Match,&#8221; Patrick Stewart plays a dance professor at Juilliard who becomes involved in a confrontation with a woman interviewing him for her dissertation and her husband."
NICOLAS RAPOLD,0,2/11/17 4:18,Taken 3,Another Avenging Rampage,Read the New York Times Review of Taken 3,article,http://www.nytimes.com/2015/01/10/movies/taken-3-starring-liam-neeson.html,PG-13,,140,https://static01.nyt.com/images/2015/01/10/arts/taken1/taken1-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,9/1/15,9/1/15,Liam Neeson returns as the retired government agent Bryan Mills in “Taken 3.”
STEPHEN HOLDEN,1,2/11/17 4:18,Valley of Saints,"Seeking Solace Elsewhere, Before Encountering It at Home",Read the New York Times Review of Valley of Saints,article,http://www.nytimes.com/2015/01/09/movies/valley-of-saints-directed-by-musa-syeed.html,,,140,https://static01.nyt.com/images/2015/01/09/arts/09VALLEY1/VALLEY1-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,9/1/15,8/1/15,&#8220;Valley of Saints&#8221; tells the story of two men whose plans are disrupted by a military curfew and whose friendship is threatened by a shared love interest.
JEANNETTE CATSOULIS,1,2/11/17 4:18,"Something, Anything","Finding Her Way Back in Small, Slow Steps","Read the New York Times Review of Something, Anything",article,http://www.nytimes.com/2015/01/09/movies/something-anything-stars-ashley-shelton.html,,,140,https://static01.nyt.com/images/2015/01/09/arts/09SOMETHINGANY/SOMETHINGANYTHING-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,9/1/15,8/1/15,"In &#8220;Something, Anything,&#8221; a young newlywed disrupts her closest relationships as she tries to put her life back together after a traumatic loss."
ANDY WEBSTER,1,2/11/17 4:16,La última película,Tripping Over the Hazy Line Between Fiction and Reality ,Read the New York Times Review of La última película,article,http://www.nytimes.com/2015/01/09/movies/la-ltima-pelcula-riffs-on-a-dennis-hopper-film.html,,,140,https://static01.nyt.com/images/2015/01/09/arts/09ULTIMA/ULTIMA-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,8/1/15,"Raya Martin and Mark Peranson&#8217;s &#8220;La &#218;ltima Pel&#237;cula&#8221; is a goofy, dazzling riff on Dennis Hopper&#8217;s ambitious if flawed picture, &#8220;The Last Movie.&#8221;"
BEN KENIGSBERG,0,2/11/17 4:18,The World Made Straight,"Codes and Vendettas, Frozen in Time",Read the New York Times Review of The World Made Straight,article,http://www.nytimes.com/2015/01/09/movies/the-world-made-straight-adapts-a-ron-rash-novel.html,R,,140,https://static01.nyt.com/images/2015/01/09/arts/09WORLDMADE/WORLDMADE-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,9/1/15,8/1/15,"A Civil War legacy cascades through the backwoods of North Carolina in the 1970s in &#8220;The World Made Straight,&#8221; an overcooked adaptation of a Ron Rash novel."
MANOHLA DARGIS,0,2/11/17 4:18,Predestination,"When Traveling Through Time, Pack a Change of Identities ",Read the New York Times Review of Predestination,article,http://www.nytimes.com/2015/01/09/movies/predestination-starring-ethan-hawke.html,R,,140,https://static01.nyt.com/images/2015/01/09/arts/09PREDESTINATION1/PREDESTINATION1-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,9/1/15,8/1/15,"Based on a short story by the science-fiction writer Robert A. Heinlein, &#8220;Predestination&#8221; tracks the journeys of a Temporal Agent assigned to right wrongs before they happen."
NICOLAS RAPOLD,0,2/11/17 4:16,It's All So Quiet,Death Watch on a Dutch Farm,Read the New York Times Review of It's All So Quiet,article,http://www.nytimes.com/2015/01/09/movies/its-all-so-quiet-directed-by-nanouk-leopold.html,,,140,https://static01.nyt.com/images/2015/01/09/arts/09ITSALL/ITSALL-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,8/1/15,"In Nanouk Leopold&#8217;s &#8220;It&#8217;s All So Quiet,&#8221; a middle-aged farmer waits on his bedridden father while making plans for when he dies."
JEANNETTE CATSOULIS,0,2/11/17 4:16,Farewell Herr Shwarz,A Family Fractured by the Holocaust,Read the New York Times Review of Farewell Herr Shwarz,article,http://www.nytimes.com/2015/01/09/movies/farewell-herr-schwarz-excavates-the-directors-past.html,,,140,https://static01.nyt.com/images/2015/01/09/arts/09FAREWELL/FAREWELL-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,8/1/15,"In &#8220;Farewell Herr Schwarz,&#8221; Yael Reuveny follows the trail of relatives who were torn apart."
JEANNETTE CATSOULIS,0,2/11/17 4:18,Dark Summer,"Captive, and Not Just to the Internet",Read the New York Times Review of Dark Summer,article,http://www.nytimes.com/2015/01/09/movies/dark-summer-focuses-on-a-hacker-under-house-arrest.html,Not Rated,,140,https://static01.nyt.com/images/2015/01/09/arts/09DARKSUMMER/09DARKSUMMER-mediumThreeByTwo210-v2.jpg,mediumThreeByTwo210,210,9/1/15,8/1/15,"In &#8220;Dark Summer,&#8221; a teenager becomes the victim of his online obsession."
NICOLAS RAPOLD,0,2/11/17 4:18,Black November,Challenging Corruption in the Niger Delta,Read the New York Times Review of Black November,article,http://www.nytimes.com/2015/01/09/movies/black-november-delves-into-an-african-oil-disaster.html,,,140,https://static01.nyt.com/images/2015/01/09/arts/09BLACKNOVEMBER/BLACKNOVEMBER-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,9/1/15,8/1/15,"&#8220;Black November,&#8221; a blood-for-oil drama directed by Jeta Amata, follows a Nigerian activist who mobilized opposition after a deadly explosion."
STEPHEN HOLDEN,0,2/11/17 4:16,Beloved Sisters,A Literary Triumvirate of Love and Lust,Read the New York Times Review of Beloved Sisters,article,http://www.nytimes.com/2015/01/09/movies/beloved-sisters-directed-by-dominik-graf.html,,,140,https://static01.nyt.com/images/2015/01/08/arts/beloved/beloved-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,8/1/15,&#8220;Beloved Sisters&#8221; imagines a fraught m&#233;nage &#224; trois among the German poet and dramatist Friedrich Schiller and the sisters Charlotte von Lengefeld and Caroline von Lengefeld.
BEN KENIGSBERG,0,2/11/17 4:18,The Woman in Black 2: Angel of Death,"A Ghost With a Grudge (Watch Out, Kids!)",Read the New York Times Review of The Woman in Black 2: Angel of Death,article,http://www.nytimes.com/2015/01/02/movies/the-woman-in-black-2-angel-of-death-by-tom-harper.html,PG-13,,140,https://static01.nyt.com/images/2015/01/02/arts/02WOMANBLACK/WOMANBLACK-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,2/1/15,1/1/15,"In &#8220;The Woman in Black 2: Angel of Death,&#8221; a ghost with a vendetta against the young leaves behind the Edwardian setting of its predecessor for 1941."
NICOLAS RAPOLD,0,2/11/17 4:18,The Search for General Tso,Finding Meaning in a Dish,Read the New York Times Review of The Search for General Tso,article,http://www.nytimes.com/2015/01/02/movies/heritage-and-food-in-the-search-for-general-tso.html,,,140,https://static01.nyt.com/images/2015/01/02/arts/02SEARCHTSO/02SEARCHTSO-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,2/1/15,1/1/15,"Ian Cheney&#8217;s documentary &#8220;The Search for General Tso&#8221; is about history, heritage and struggle as much as about a certain chicken dish popular in Chinese restaurants."
A. O. SCOTT,1,2/11/17 4:18,A Most Violent Year,Heating Oil Mixed With Trouble,Read the New York Times Review of A Most Violent Year,article,http://www.nytimes.com/2014/12/31/movies/a-most-violent-year-with-oscar-isaac-and-jessica-chastain.html,R,,140,https://static01.nyt.com/images/2014/12/31/arts/JPMOST/JPMOST-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,30/1/15,30/12/14,"A family, its heating-oil business and New York are at the center of J. C. Chandor&#8217;s &#8220;A Most Violent Year.&#8221;"
A. O. SCOTT,0,2/11/17 4:16,The Interview," On, Then Off, Now On Again ",Read the New York Times Review of The Interview,article,http://www.nytimes.com/2014/12/26/movies/the-interview-with-james-franco-and-seth-rogen.html,R,,140,https://static01.nyt.com/images/2014/12/26/arts/26INTERVIEW/26INTERVIEW-mediumThreeByTwo210-v3.jpg,mediumThreeByTwo210,210,,25/12/14,"&#8220;The Interview&#8221; mainly extends the bro-com, as practiced by James Franco and Seth Rogen, into new geopolitical markets."
NICOLAS RAPOLD,0,2/11/17 4:18,Barbecue,"Married and on the Make, Even After a Heart Attack ",Read the New York Times Review of Barbecue,article,http://www.nytimes.com/2014/12/26/movies/eric-lavaines-barbecue-pokes-fun-at-middle-age.html,,,140,https://static01.nyt.com/images/2014/12/26/arts/26BARBECUE1/BARBECUE1-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,26/12/14,25/12/14,This French comedy concerns a man who has had a heart attack and yet continues with his philandering ways.
STEPHEN HOLDEN,1,2/11/17 4:18,Into the Woods,The Quest for Storybook Endings in a Scary but Magical World,Read the New York Times Review of Into the Woods,article,http://www.nytimes.com/2014/12/25/movies/into-the-woods-disneys-take-on-the-sondheim-lapine-classic.html,PG,,140,https://static01.nyt.com/images/2014/12/25/arts/WOODS/WOODS-mediumThreeByTwo210-v2.jpg,mediumThreeByTwo210,210,25/12/14,24/12/14,"&#8220;Into the Woods,&#8221; Rob Marshall&#8217;s Disney screen adaptation of the Stephen Sondheim-James Lapine musical, is a mash-up of Grimm fairy tales viewed through a post-Freudian prism."
